par_num,par_text,ents
1045,"В Москву ушла радиограмма о случившемся. Центр решил не рисковать разведчиком""",['Москва']
1046,155,[]
1047,"Уже будучи в Москве, в середине 1947 года М. Федоров переводится из военной разведки на работу в Комитет информации при Совете Министров СССР (так в то время называлась внешняя разведка госбезопасности) и начинает напряженно готовиться к выполнению нового задания за границей. Но в планы подготовки вновь вмешался случай","['Москва', 'М. Фёдоров', 'Комитет Информация', 'Совете Министр', 'Ссср']"
1048,"Из воспоминаний Михаила Федорова: 4'3ахожу как-то в столовую. Очередь небольшая, но я куда-то спешил. Вижу -стоят мои коллеги, я к ним: -Предупреждали, что я буду? -а сам делаю знаки, мол, выручайте. Те только собрались ответить, как сзади раздался тонкий голосок: -Нет, не предупреждали","['Михаил Фёдоров', 'Делать Знак']"
1049,"Оборачиваюсь и ... встречаю взгляд жгучих черносмольных глаз, смотрящих на меня с вызовом и укором",[]
1050,Так я познакомился с Галей ... ~,['Галей']
1051,"Галина Ивановна Маркина (в замужестве Федорова) родилась 17 февраля 1920 года в городе Саратове в рабочей семье. Отец был электромонтером-самоучкой. Позднее, после прохождения профессиональной подготовки, он получил должность директора мельницы, где работала и мать Галины. Сразу после революции вступил в партию большевиков. Последние годы жизни находился на партийной работе","['Галина Иванович Маркин', 'Фёдоров', 'Саратов', 'Галина']"
1052,"После смерти отца в 1932 году матери стало очень трудно воспитывать четверых детей: старшей сестре Гали было в то время четырнадцать лет, младшим братьям -менее десяти. С двенадцати лет Галина воспитывалась у тети -сестры отца, которая жила в Москве","['Гали', 'Галина', 'Москва']"
1053,В 1937 году девушка окончила школу-десятилетку. Стала работать на технической должности в Наркомфине СССР и одновременно учиться на вечернем факультете Московского высшего технического училища имени Н.Э. Баумана,"['Наркомфине Ссср', 'Московский Высокий Технический Училище Имя Н.Э. Бауман']"
1054,"В январе 1939 года по путевке комсомола Галина пришла в органы государственной безопасности. Вначале работала в Транспортном управлении НКВД, занималась техническими вопросами, но привлекалась и к выполнению отдельных оперативных заданий","['Галина', 'Транспортный Управление', 'Нквд']"
1055,"В годы Великой Отечественной войны Галина находилась в распоряжении группы особого назначения Четвертого главного управления НКВД, занимавшейся подготовкой кадров для работы в подполье в тылу врага. Во время войны ей приходилось выполнять тяжелые и ответственные задания. Довелось также и ухаживать за ранеными бойцами в подшефном военном госпитале, который в ту пору находился на 3-й Мещанской улице. Ночные дежурства, подмена санитарок, чтение газет и личных писем раненым -все это в часы, выкраиваемые от основной работы, за счет отдыха. Война закалила Галину как будущего нелегального разведчика","['Галина', 'Четвёртый Главный Управление', 'Нквд', 'Мещанский Улица']"
1056,В 1946 году Галина окончила двухгодичные курсы иностранных языков при Высшей школе Министерства государственной безопасности СССР. Ей предложили перейти на работу во внешнюю развед-56,"['Галина', 'Высокий Школа', 'Министерство Государственный Безопасность', 'Ссср']"
1057,"ку, в подразделение, которое занималось разведкой с нелегальных позиций. Беседовал с ней начальник нелегальной разведки полковник Александр Михайлович Коротков",['Александр Михаилович Коротков']
1058,"Рассказывает Галина Ивановна: «С необыкновенным волнением вошла я в кабинет начальника нелегальной разведки. Из-за большого стола в глубине кабинета энергично поднялся высокий широкоплечий мужчина средних лет и с приветливой улыбкой направился мне навстречу. Обратила внимание на его мужественное, волевое лицо, сильный подбородок, волнистые каштановые волосы. Одет он был в темный костюм безупречного покроя. Пронизывающий взгляд сероголубых глаз устремлен на меня. Говорил низким, приятным голосом, с доброжелательностью и знанием дела. Крепко пожав мою руку, он представил меня находившемуся в кабинете сотруднику. Втроем разместились за маленьким столиком, стоявшим перпендикулярно к большому",['Галина Иванович']
1059,"Беседа была обстоятельной и очень дружелюбной. На меня произвели большое впечатление его простота в общении, располагающая к откровенности манера вести беседу, юмор",[]
1060,"После беседы, когда вопрос в принципе был решен, Александр Михайлович пошутил: «Глядя на нее, никто не подумает, что она может заниматься разведкой»",['Александр Михаилович']
1061,"Это был камушек в мой огород. Причиной, видимо, являлся мой невысокий рост, неброский, скромный внешний вид»",[]
1062,"Что привело молодую девушку в разведку? Об этом Галина Ивановна рассказывает в своих воспоминаниях: «Мое представление о такого рода деятельности, как и у многих, было весьма скудным. Слышала, что туда отбирают особо способных сотрудников, что подготовка длится очень долго, что сама работа растягивается на годы и годы. Кроме того, требуется глубокое знание иностранных языков. Тут я имела плюс: языки мне давались легко, я много читала, переводила даже просто так, для себя. Ну и, конечно, волновало: подойду ли для такой службы? После обстоятельной и очень дружелюбной беседы с начальником нелегальной разведки полковником Александром Михайловичем Коротковым вопрос был решен","['Галина Иванович', 'Александр Михаилович Коротков']"
1063,"На работу в разведку я пошла сознательно, с полным пониманием значения этой службы для государства и той ответственности, которую приняла на себя. Ни в то время, ни в последующем у меня не возникало ни малейших колебаний или запоздалых сомнений в правильности избранного в молодости пути. Я счастлива оттого, что разведка стала делом всей моей жизни",[]
1064,"Вскоре произошли приятные изменения в личном плане. Как подарок судьбы появился он -Михаил. Сильный, добрый, чуткий, верный и надежный друг. С первых дней знакомства возникло ощущение, как будто мы знали друг друга сотню лет ... » 157",[]
1065,"Молодые люди решили пожениться, а сотрудники Центра ... вынуждены были изменить планы подготовки Михаила и начали разрабатывать вариант их совместной поездки на нелегальную разведывательную работу","['Центр', 'Михаил']"
1066,"Среди сотрудников внешней разведки выражение «нелегалами не рождаются, ими становятся» воспринимается как истина, не требующая доказательства. Просто в какой-то момент разведке, исходя из возникших или порученных задач, требуется конкретный человек, пользующийся особым доверием, обладающий определенными личными и деловыми качествами, профессиональной ориентацией и необходимым жизненным опытом для того, чтобы направить его на работу в конкретный регион земного шара. Для Федоровых таким регионом была Австралия","['Федоровых', 'Австралия']"
1067,"Перед Сепом и Жанной (такими были оперативные псевдонимы Михаила и Галины Федоровых) была поставлена задача: прочно обосноваться в Австралии, найти подходящую работу и закрепиться в стране на «постоянное» жительство. Начался напряженный период подготовки к выезду за кордон: разведчики вживались в свои новые биографии, изучали шифры, тайнопись, радиодело, совершенствовали иностранные языки. И когда все уже было готово, планы вновь изменились. Один из сотрудников резидентуры внешней разведки в Австралии, который мог знать Сепа, перешел на сторону американцев""","['Сепом', 'Жанной', 'Михаил', 'Галина Федоровых', 'Австралия', 'Сепа']"
1068,"Сена и Жанну направили в промежуточную страну -Польшу. На акклиматизацию в ней им отводилось полгода. Предстояло не только вжиться в образ поляков, но и понять их психологию, изучить историю и географию Польши, от Гданьска до Кракова и от Люблина до Щецина, современное польское искусство, культуру, узнать новинки кино и литературы, посмотреть крупные костелы, магазины, почерпнуть из народной лексики шутки, прибаутки и анекдоты","['Жанна', 'Польша', 'Гданьска', 'Кракова', 'Люблина', 'Щецина']"
1069,"Ровно через шесть месяцев в Варшаву прибыл представитель Центра и сообщил о новом задании: выехать на нелегальную работу в одну из стран Западной Европы, на территории которой находились важные объекты блока НАТО. Сепу и Жанне предстояло создать в этой стране региональный пункт нелегальной связи с Москвой, который в случае военных действий против Советского Союза должен был перейти на боевой режим работы","['Варшава', 'Центр', 'Западный Европа', 'Нато', 'Жанна', 'Москва', 'Советский Союз']"
1070,"Глубокое оседание"". Сейчас, по прошествии многих лет, можно сказать, что длительное пребывание разведчиков-нелегалов за границей было успешным и прошло практически без проблем благодаря их высокому профессионализму. Но тогда, в середине 1950-х, все только начиналось, и перед Сепом и Жанной простиралась неизвестность","['Сепом', 'Жанной']"
1071,Им практически пришлось начинать жизнь с нуля,[]
1072,В страну они приехали якобы после долгих лет эмиграции. Война оставила их без родных и близких. На первых порах Сеп работал еле-58,['Сеп']
1073,сарем в автомастерской. Жанна трудилась секретарем в одной из местных фирм,['Жанна']
1074,"Пришлось разведчикам выдержать и серьезный длительный интерес со стороны местных спецслужб. Дело заключалось в том, что местные власти и их спецслужбы с недоверием относились к репатриантам из социалистической Польши. И супругов взяли в проверочную разработку. Местная контрразведка подводила к разведчикам своих осведомителей из числа их знакомых, организовывала внезапные посещения их дома под надуманными предлогами, выставляла за ними наружное наблюдение. Одному из наиболее острых приемов проверки -«С русским текстом» -подверглась Жанна, когда один из ее знакомых подсунул ей записку, написанную по-русски","['Польша', 'Жанна']"
1075,"Жанна хладнокровно среагировала на эту провокацию: повертела листок, выразив полное равнодушие и недоумение",['Жанна']
1076,"По каждому факту маневров контрразведки вокруг нелегалов они подробно информировали Центр. Напряжение нарастало. В Москве возникла обоснованная тревога за судьбу разведчиков, следствием которой явилась телеграмма следующего содержания: «С учетом интенсивности работы спецслужб, продолжительности проводимых мероприятий и принимая во внимание сложную агентурно-оперативную обстановку в стране, полагаем целесообразным рассмотреть возможность вашего возвращения на родину. Оперативные связи просим законсервировать. Рекомендуемый маршрут следования ... » В связи с этой телеграммой было бы интересно привести здесь небольшой отрывок из воспоминаний генерала В.Г. Павлова, бывшего в то время одним из руководителей советской нелегальной разведки: «Будучи к этому времени заместителем начальника нелегальной службы, я подробно обсуждал проблему безопасности созданной резидентуры региональной связи и с руководством отдела связи. Первоначальный проект указания содержал категорическое предписание выезжать нелегалам домой, так как создавалась реальная угроза их ареста. Но я знал, что Сеп уже прошел хорошую школу нелегальной работы в Англии, был опытным партизаном и разведчиком во время войны и, очевидно, был способен сам определить, когда возникнет срочная необходимость их исчезновения из страны. Поэтому, докладывая начальнику службы, предложил смягчить указание, сохраняя возможность иного решения. С моим мнением Александр Михайлович Коротков согласился, тем более что он лично знал и Сепа, и Жанну и сохранил о них самое положительное мнение. Он разделил мое доверие к Сепу и мою уверенность в выдержке Жанны»","['Центр', 'Москва', 'В.Г. Павлов', 'Сеп', 'Англия', 'Александр Михаилович Коротков', 'Сепа', 'Жанна', 'Сепу', 'Жанны']"
1077,"По сути дела, окончательное решение вопроса, продолжить или прервать работу с нелегальных позиций, было передано на усмотрение разведчиков, которые лучше, чем Центр, чувствовали обстановку вокруг себя. И они приняли решение: «Реально оценив обстановку 159",['Центр']
1078,"как в стране, так и вокруг нас, докладываем, что легализация в принципе прошла успешно, положение на работе в известной вам фирме прочное. Проявленное со стороны спецслужб внимание считаем профилактическим, вызванным общим нагнетанием кампании шпиономании. В связи с этим считаем возможным продолжить наше пребывание здесь для решения поставленных задач. Просим вашего согласия»",[]
1079,"После тщательного изучения ситуации Центр дал согласие на продолжение работы. Кончился период, когда более трех лет местные спецслужбы держали разведчиков «под колпаком». Навязанный им контрразведкой серьезный профессиональный экзамен был успешно выдержан. «В Москве было однозначно определено, -отмечает в своих воспоминаниях В.Г. Павлов, -что Сеп и Жанна своей выдержкой, правильными поведением и реакцией на мероприятия спецслужб рассеяли их подозрения и, проявив тонкое понимание замыслов, переиграли спецслужбы. Было констатировано, что теперь ничто не мешало выполнению основного задания». И в последующие десять лет разведчики результативно проводили самые острые операции, не чувствуя за спиной беспокойного дыхания контрразведки","['Центр', 'Москва', 'В.Г. Павлов', 'Сеп', 'Жанна']"
1080,"Переиграв контрразведку, Сеп и Жанна продолжали вживаться в окружающую среду, привыкали ко всему и приспосабливались к новой жизни. Первые оперативные задания, которые Центр поставил перед резидентурой, касались розыска в европейских странах агентов внешней разведки, связь с которыми прервалась с началом войны","['Сеп', 'Жанна', 'Центр']"
1081,"Разведчикам пришлось совершить многочисленные поездки по странам Европы. В первую очередь это касалось Испании и Португалии, где советская внешняя разведка не располагала в то время какимилибо позициями. Они добросовестно выполняли каждое задание Центра, проявляя целеустремленность в преодолении возникавших порой трудностей","['Европа', 'Испания', 'Португалия', 'Центр']"
1082,"Рассказывает Жанна: «В жизни разведчика, находящегося в зарубежной командировке, как в калейдоскопе, одно событие сменяется другим, успехи чередуются с неудачами, радости -с огорчениями",['Жанна']
1083,"Увы, постоянной остается лишь опасность, подстерегающая его на каждом шагу",[]
1084,"Отличительная черта разведчика-нелегала -жесткий самоконтроль, час за часом, день за днем, бодрствует он или спит. Малейшая ошибка или опрометчивый шаг могут обернуться непоправимыми последствиями. И еще, что отличает разведчика, -это почти нечеловеческая выдержка и невероятное долготерпение»",[]
1085,"Прошло определенное время, прежде чем они стали владельцами собственной фирмы, приобрели небольшую виллу, удобную для осуществления радиосвязи с Москвой. Денежные суммы, которые были им ассигнованы Центром и которые они задекларировали в местных финансовых органах, позволяли поддерживать реноме состоятель-60","['Москва', 'Центр']"
1086,"Юрий Владимирович Андропов Ф.К. Мартин, начальник внешней разведки (1971-197 4 rr.) А.М. Сахаровский, начальник внешней разведки (1956-1971 rr.) В.А. Крючков, начальник внешней разведки (1974-1988 rr.)","['Юрий Владимирович Андропов Ф.К. Мартин', 'А.М. Сахаровский', 'В.А. Крючков']"
1087,"Л.В. Шебаршин, начальник внеш ней разведки ( 1989-1991 гг.) В.И. Трубников, директор Службы внешней разведки Российской Федерации ( 1996-000 гг.) Е.М. Примаков, директор Службы внешней разведки РСФСР, а затем Российской Федерации (1991-1996 гг.) С.Н . Лебедев, директор Службы внешней разведки Российской Федерации с 2000 г.","['Л.В. Шебаршин', 'В.И. Трубников', 'Служба Внешний Разведка', 'Российский Федерация', 'Е.М. Примаков', 'Рсфср', 'С.Н', 'Лебедев']"
1088,Разведчики-нелегалы Гоар и Герой Советского Союза Геворк (Амир) Вартаняны . Наши дни,['Гоар']
1089,"А.М. Козлов, разведчик-нелегал, Герой России В.А. Кирпиченко ( 1922-2005), известный разведчик Во время Ташкентской конференции по урегулированию вооруженного конфликта между Индией и Пакистаном. Январь 1966 г. Слева направо: А.Н. Косыгин -председатель Совета Министров СССР, М. Айюб Хан -
президент Пакистана, Л.Б. Шастри -премьер-министр Индии","['А.М. Козлов', 'Россия', 'В.А. Кирпиченко', 'Индия', 'Пакистан', 'Слева', 'А.Н. Косыгин', 'Совет Министр', 'Ссср', 'М. Айюб Хан - \n', 'Л.Б. Шастри']"
1090,"Это все, что осталось от современного здания посольства бывшего СССР в Кабуле Майванд сегодня. Некогда самая оживленная деловая улица в Кабуле","['Ссср', 'Кабуле', 'Майванд']"
1091,"Встреча Ю.В. Андропова с руководителем органов госбезопасности Афганистана М. Наджибуллой. Москва, 26 октября 1981 г","['Ю.В. Андропов', 'Афганистан', 'М. Наджибуллой', 'Москва']"
1092,Руководитель органов госбезопасности Афганистана М. Наджибулла на отдыхе в Ялте с женой (справа) и ее сестрой. А в густ 1983 г.,"['Афганистан', 'М. Наджибулла', 'Ялте']"
1093,М.Е. Орлов (Соутер Гленн Майкл) В.А. Крючков вручает Соутеру паспорт гражданина СССР,"['М.Е. Орлов', 'Соутер Гленн Майкл )', 'В.А. Крючков', 'Соутеру', 'Ссср']"
1094,"Африка де Лас Эрас (Патрия), разведчица-нелегал Cen, разведчик -нелегал, 1948 г. Джиованни Антонио Бертони, разведчик-нелегал Жанна, разведчица-нелегал, 1955 г.","['Африка Де Лас Эрас', 'Патрия', 'Джиованни Антонио Бертони', 'Жанна']"
1095,Галина Ивановна (Жанна) и Михаил Владимирович (Сеп) Федоровы. Середина 1990-х rr.,"['Галина Иванович ( Жанна )', 'Михаил Владимирович ( Сеп ) Федоровы']"
1096,"А.Ф. и М.И. Филоненко, разведчикинелегалы. 1950-е rr","['А.Ф.', 'М.И. Филоненко']"
1097,"М.И. Филоненко, разведчик-нелегал ...",['М.И. Филоненко']
1098,"Анна Федоровна Филоненко с детьми Супруги Шамиль Хамзин (Халеф) и Ирина Алимова (Бир), разведчики-нелегалы Бир, разведчица-нелегал","['Анна Фёдорович Филоненко', 'Шамиль Хамзин ( Халеф', 'Ирина Алимов (', 'Бир']"
1099,"Нагрудный знак «5 лет ВЧК -
ГПУ» Нагрудный знак « 15 лет ВЧК -
ГПУ» Юбилейный жетон «10 лет ВЧК-ОГПУ» Нагрудный знак «Заслуженный работник НКВД»","['Вчк - \n Гпу', 'Вчк - Огпу', 'Нквд']"
1100,"Нагрудный знак «Почетный сотрудник госбезопасности» Нагрудный знак «70 лет ИНО -
ПГУ» Нагрудный знак «За службу в разведке» Нагрудный знак «75 лет ИНО -
ПГУ-СВР»","['Ино - \n Пгу', 'Ино - \n Пгу - Свр']"
1101,Нагрудный знак «Заслуженный сотрудник органов внешней разведки» Медаль «За отличие в военной службе» Нагрудный знак «80 лет ИНО -ПГУ -СВР» Медаль «За заслуги»,[]
1102,"Памятник чекистам-разведчикам, отдавшим жизнь за Родину",[]
1103,"Москва, штаб-квартира СВР в Ясенево","['Москва', 'Свр', 'Ясенево']"
1104,Эмблема СВР,['Свр']
1105,ных людей. Вскоре удалось установить и опробовать линию радиосвязи с Центром. Можно было приступать к выполнению конкретных оперативных заданий,['Центр']
1106,"За долгие годы нелегальной работы Сепу и Жанне удалось многое сделать. Они обеспечивали бесперебойную связь с Москвой, подбирали места для тайников и проводили операции по закладке и изъятию материалов, изучали людей и осуществляли вербовочные мероприятия, занимались восстановлением связи с агентурой в различных странах Западной Европы, осуществляли сбор информации по широкому спектру проблем, проводили встречи с ценной агентурой и передавали информацию от нее в Центр","['Сепу', 'Жанна', 'Москва', 'Западный Европа', 'Центр']"
1107,"Проходившая через руки разведчиков информация в основном касалась различных сторон деятельности Североатлантического блока, в частности его военной организации, штаб-квартира которой размещалась в небольшом бельгийском городке Монсе близ юго-западной границы с Францией","['Североатлантический Блок', 'Монс', 'Франция']"
1108,"Вряд ли следует говорить, что в те годы это была исключительно важная военно-политическая проблема, непосредственно связанная с безопасностью нашей страны",[]
1109,"В Монсе разрабатывались планы превентивного использования ядерного оружия против СССР, определялись способы его доставки к конкретным целям на советской территории, проводились штабные войсковые учения НАТО с максимальным приближением к боевой обстановке. Сеп и Жанна своевременно информировали Центр об оперативных планах натовских генералов","['Монс', 'Ссср', 'Нато', 'Сеп', 'Жанна', 'Центр Об Оперативный План Натовский Генерал']"
1110,"В начале 1959 года разведчики приняли на связь исключительно ценного источника -высокопоставленного сотрудника НАТО (назовем его «Бриг»). От «Брига» регулярно поступала важная информация о создании, перевооружении и модернизации бундесвера ФРГ, документы Комитета планирования НАТО о задачах отдельных воинских соединений, их боевой оснащенности, о системе управления войсками, их стратегии и тактике, а также по другим военным вопросам, связанным с наступательными действиями этого блока в Европе","['Нато', 'Брига', 'Фрг', 'Комитет Планирование', 'Европа']"
1111,В информационном потоке немалое место занимали подробнейшие сведения о лицах из числа руководящего состава различных натовских структур,[]
1112,"Именно от «Брига», в частности, впервые поступила исключительно ценная информация о создании в рамках блока разведывательных и контрразведывательных подразделений, входящих в самостоятельную спецслужбу, автономную от соответствующих национальных структур и имеющую наднациональный статус",['Брига']
1113,Накануне ежегодных сессий Генеральной Ассамблеи ООН источник передавал конфиденциальную информацию о предстоящей позиции ведущих европейских стран по ключевым вопросам повестки дня,"['Генеральный Ассамблея', 'Оон']"
1114,161,[]
1115,"Вполне понятно, что эти сведения являлись весьма полезными для советских делегаций, выезжавших в Нью-Йорк",['Нью - Йорк']
1116,"Исключительно важные данные поступали от «Брига» и во время карибского кризиса, когда между СССР и США сложились напряженные отношения. Оперативная работа резидентуры Сепа и Жанны в этот период была поставлена «на военные рельсы»: «По данным военного командования НАТО (источник «Бриг»), Белый дом располагает разведывательной информацией о строительстве на Кубе 24 стартовых площадок для ракет малого и 16 -среднего радиуса действия, из числа последнего типа 42 ракеты находятся на острове. По оценке Пентагона и ЦРУ, личный состав советских специалистов насчитывает 5000 человек. Конечное число ракет, намеченных к развертыванию, определяется в 64 единицы»","['Брига', 'Ссср', 'Сша', 'Сепа', 'Жанны', 'Нато', 'Бриг', 'Белый Дом', 'Куба', 'Пентагон', 'Цру']"
1117,"Спираль кризиса раскручивалась с большой скоростью. «Бриг» сообщал, что в США были подняты по тревоге 40 тысяч военных моряков, а также 5 тысяч военнослужащих, находившихся на военной базе Гуантанамо, что приведены в повышенную боевую готовность 82-я сухопутная и 101-я военно-воздушная дивизии, мобилизованы 14 тысяч резервистов, что общая численность войск, развернутых во Флориде для броска на Кубу, приблизилась к 100 тысячам человек","['Бриг', 'Сша', 'Гуантанамо', 'Флориде', 'Куба']"
1118,"Вся эта информация немедленно передавалась в Центр. И в том, что в конечном итоге победил здравый смысл, была, безусловно, частица усилий, предпринятых «Бригом», Сепом и Жанной","['Центр', 'Бриг', 'Сепом', 'Жанной']"
1119,""".В жизни разведчиков-нелегалов нередко возникают различные, как говорят космонавты, «нештатные ситуации», предусмотреть которые заранее просто невозможно. Они могут произойти и в ходе проведения разведывательной операции, и во время невинной прогулки, и в связи со случайным совпадением каких-то факторов",[]
1120,"Умение хладнокровно взвесить степень реальной угрозы как для себя лично, так и для дела в целом и в зависимости от этого действовать по обстановке является показателем уровня подготовки разведчика, его профессионализма",[]
1121,"Рассказывает Жанна: «Понятно, что русский разведчик-нелегал, находящийся на работе за границей, во всех случаях тамошней жизни должен использовать только иностранный, местный язык, на нем он должен и думать",['Жанна']
1122,"Это аксиома, проверить которую мне пришлось на себе",[]
1123,"Однажды у меня неожиданно появилась боль в правом боку. Врач поставил диагноз -воспаление аппендикса и настаивал на немедленной операции, которая должна проходить под общим наркозом",[]
1124,"Как быть? Проблема не столько в хирургическом вмешательстве -
врачи там опытные, сколько в моем возможном поведении при выходе из наркоза: не заговорю ли я в полузабытьи на русском языке? Всеми силами внушала, убеждала себя, что мой мозг уже полностью перестроился, мыслю я на местном языке",[]
1125,162,[]
1126,"Наступил назначенный день, меня повезли в операционную ..",[]
1127,"Просыпаться я стала от легких хлопков медсестры по щекам, и первое, что произнесла, находясь еще в полубессознательном состоянии: «Где мои очки? Без них я плохо вижу». Медсестра подала мне очки и тепло улыбнулась. Значит, я действительно говорила, как положено»",[]
1128,"... Из аэропорта «Шереметьева» разведчиков привезли на «промежуточную» квартиру. За празднично накрытым столом подняли бокалы шампанского за благополучное возвращение. Во время оживленной беседы один из товарищей в шутку спросил: -Чего бы вам сейчас больше всего хотелось? Немного подумав, Михаил воскликнул: -Мне бы хотелось прежде всего попариться в московских «Сандунах»","['Шереметьев', 'Михаил', 'Сандунах']"
1129,Все весело рассмеялись,[]
1130,"-А я бы хотела позвонить тете, которая меня с детства воспитывала, и порадовать ее своим возвращением, -с трудом подбирая слова, произнесла Галина",['Галина']
1131,"Однако таким простым желаниям разведчиков суждено было осуществиться значительно позже. Около двух недель им пришлось гулять по Москве, прислушиваясь к живой речи москвичей и обретая утерянные навыки разговора на подзабытом ими русском языке",['Москва']
